date,close,high,low,open,symbol,volume,changeOverTime,marketChangeOverTime,uClose,uVolume,fClose,fVolume,change,changePercent,uOpen,uHigh,uLow,fOpen,fHigh,fLow
2020-02-27,49.88,54.06,47.36,51.77,CZR,6133489,10.259593679458241,10.259593679458241,49.88,6133489,49.88,6133489,-1.519999999999996,-0.0296,51.77,54.06,47.36,51.77,54.06,47.36
2020-02-28,50.18,50.64,46.7,48.45,CZR,5135591,10.327313769751694,10.327313769751694,50.18,5135591,50.18,5135591,0.29999999999999716,0.006,48.45,50.64,46.7,48.45,50.64,46.7
2020-03-02,45.43,50.2,42.26,50.15,CZR,7779395,9.255079006772009,9.255079006772009,45.43,7779395,45.43,7779395,-4.75,-0.0947,50.15,50.2,42.26,50.15,50.2,42.26
2020-03-03,41.65,48.59,41.59,45.98,CZR,4283942,8.401805869074492,8.401805869074492,41.65,4283942,41.65,4283942,-3.780000000000001,-0.0832,45.98,48.59,41.59,45.98,48.59,41.59
2020-03-04,41.12,43.17,40.04,42.66,CZR,6892786,8.282167042889391,8.282167042889391,41.12,6892786,41.12,6892786,-0.5300000000000011,-0.0127,42.66,43.17,40.04,42.66,43.17,40.04
2020-03-05,34.74,40.2,34.27,39.78,CZR,7631760,6.841986455981942,6.841986455981942,34.74,7631760,34.74,7631760,-6.3799999999999955,-0.1552,39.78,40.2,34.27,39.78,40.2,34.27
2020-03-06,33.65,36.47,31.81,33.17,CZR,7146097,6.595936794582393,6.595936794582393,33.65,7146097,33.65,7146097,-1.0900000000000034,-0.0314,33.17,36.47,31.81,33.17,36.47,31.81
2020-03-09,26.44,30.8,25.39,28.99,CZR,7605476,4.968397291196389,4.968397291196389,26.44,7605476,26.44,7605476,-7.209999999999997,-0.2143,28.99,30.8,25.39,28.99,30.8,25.39
2020-03-10,29.05,29.83,25.34,28.12,CZR,6130061,5.557562076749436,5.557562076749436,29.05,6130061,29.05,6130061,2.6099999999999994,0.0987,28.12,29.83,25.34,28.12,29.83,25.34
2020-03-11,24.77,27.89,22.91,27.57,CZR,8156688,4.591422121896163,4.591422121896163,24.77,8156688,24.77,8156688,-4.280000000000001,-0.1473,27.57,27.89,22.91,27.57,27.89,22.91
2020-03-12,15.48,21.75,14.66,21.75,CZR,10808877,2.4943566591422126,2.4943566591422126,15.48,10808877,15.48,10808877,-9.29,-0.3751,21.75,21.75,14.66,21.75,21.75,14.66
2020-03-13,18.22,19.8,15.01,18.82,CZR,7935471,3.1128668171557563,3.1128668171557563,18.22,7935471,18.22,7935471,2.7399999999999984,0.177,18.82,19.8,15.01,18.82,19.8,15.01
2020-03-16,13.78,15.93,13.71,14.38,CZR,7254102,2.110609480812641,2.110609480812641,13.78,7254102,13.78,7254102,-4.4399999999999995,-0.2437,14.38,15.93,13.71,14.38,15.93,13.71
2020-03-17,10.09,15.64,9.76,14.8,CZR,12166055,1.2776523702031604,1.2776523702031604,10.09,12166055,10.09,12166055,-3.6899999999999995,-0.2678,14.8,15.64,9.76,14.8,15.64,9.76
2020-03-18,7.1,8.67,6.02,8.67,CZR,10974917,0.6027088036117382,0.6027088036117382,7.1,10974917,7.1,10974917,-2.99,-0.2963,8.67,8.67,6.02,8.67,8.67,6.02
2020-03-19,7.77,9.96,6.62,7.16,CZR,9774464,0.7539503386004515,0.7539503386004515,7.77,9774464,7.77,9774464,0.6699999999999999,0.0944,7.16,9.96,6.62,7.16,9.96,6.62
2020-03-20,8.82,12.0,8.5,8.51,CZR,12707901,0.9909706546275397,0.9909706546275397,8.82,12707901,8.82,12707901,1.0500000000000007,0.1351,8.51,12.0,8.5,8.51,12.0,8.5
2020-03-23,10.44,10.56,8.51,9.34,CZR,7982760,1.3566591422121896,1.3566591422121896,10.44,7982760,10.44,7982760,1.6199999999999992,0.1837,9.34,10.56,8.51,9.34,10.56,8.51
2020-03-24,15.05,15.67,12.49,13.88,CZR,9505026,2.397291196388262,2.397291196388262,15.05,9505026,15.05,9505026,4.610000000000001,0.4416,13.88,15.67,12.49,13.88,15.67,12.49
2020-03-25,16.69,20.27,15.56,18.0,CZR,10151311,2.767494356659143,2.767494356659143,16.69,10151311,16.69,10151311,1.6400000000000006,0.109,18.0,20.27,15.56,18.0,20.27,15.56
2020-03-26,16.79,19.86,16.05,17.0,CZR,7003836,2.7900677200902937,2.7900677200902937,16.79,7003836,16.79,7003836,0.09999999999999787,0.006,17.0,19.86,16.05,17.0,19.86,16.05
2020-03-27,15.14,16.58,14.27,16.0,CZR,4233445,2.417607223476298,2.417607223476298,15.14,4233445,15.14,4233445,-1.6499999999999986,-0.0983,16.0,16.58,14.27,16.0,16.58,14.27
2020-03-30,12.05,13.69,10.01,13.6,CZR,12045364,1.720090293453725,1.720090293453725,12.05,12045364,12.05,12045364,-3.09,-0.2041,13.6,13.69,10.01,13.6,13.69,10.01
2020-03-31,14.4,15.24,12.03,12.71,CZR,11941581,2.2505643340857793,2.2505643340857793,14.4,11941581,14.4,11941581,2.3499999999999996,0.195,12.71,15.24,12.03,12.71,15.24,12.03
2020-04-01,11.69,13.78,11.36,13.68,CZR,6823755,1.6388261851015802,1.6388261851015802,11.69,6823755,11.69,6823755,-2.710000000000001,-0.1882,13.68,13.78,11.36,13.68,13.78,11.36
2020-04-02,10.67,12.23,10.31,11.54,CZR,6523021,1.4085778781038376,1.4085778781038376,10.67,6523021,10.67,6523021,-1.0199999999999996,-0.0873,11.54,12.23,10.31,11.54,12.23,10.31
2020-04-03,10.16,11.11,9.57,10.91,CZR,6825468,1.2934537246049662,1.2934537246049662,10.16,6825468,10.16,6825468,-0.5099999999999998,-0.0478,10.91,11.11,9.57,10.91,11.11,9.57
2020-04-06,14.03,14.5,11.36,11.42,CZR,11321291,2.1670428893905194,2.1670428893905194,14.03,11321291,14.03,11321291,3.869999999999999,0.3809,11.42,14.5,11.36,11.42,14.5,11.36
2020-04-07,15.11,18.3,14.6,17.39,CZR,10800322,2.4108352144469527,2.4108352144469527,15.11,10800322,15.11,10800322,1.08,0.077,17.39,18.3,14.6,17.39,18.3,14.6
2020-04-08,18.15,18.35,15.61,16.2,CZR,10231537,3.0970654627539504,3.0970654627539504,18.15,10231537,18.15,10231537,3.039999999999999,0.2012,16.2,18.35,15.61,16.2,18.35,15.61
2020-04-09,18.11,20.6,16.71,19.6,CZR,10122796,3.08803611738149,3.08803611738149,18.11,10122796,18.11,10122796,-0.03999999999999915,-0.0022,19.6,20.6,16.71,19.6,20.6,16.71
2020-04-13,17.09,18.4,15.65,18.25,CZR,5850980,2.8577878103837473,2.8577878103837473,17.09,5850980,17.09,5850980,-1.0199999999999996,-0.0563,18.25,18.4,15.65,18.25,18.4,15.65
2020-04-14,17.5,18.86,17.2,18.41,CZR,4292448,2.9503386004514676,2.9503386004514676,17.5,4292448,17.5,4292448,0.41000000000000014,0.024,18.41,18.86,17.2,18.41,18.86,17.2
2020-04-15,15.99,17.06,15.26,16.31,CZR,5396189,2.609480812641084,2.609480812641084,15.99,5396189,15.99,5396189,-1.5099999999999998,-0.0863,16.31,17.06,15.26,16.31,17.06,15.26
2020-04-16,15.26,16.3,14.62,16.3,CZR,5239781,2.4446952595936797,2.4446952595936797,15.26,5239781,15.26,5239781,-0.7300000000000004,-0.0457,16.3,16.3,14.62,16.3,16.3,14.62
2020-04-17,16.7,17.42,16.2,16.8,CZR,7153946,2.769751693002257,2.769751693002257,16.7,7153946,16.7,7153946,1.4399999999999995,0.0944,16.8,17.42,16.2,16.8,17.42,16.2
2020-04-20,16.07,17.29,15.6,15.99,CZR,5438784,2.627539503386005,2.627539503386005,16.07,5438784,16.07,5438784,-0.629999999999999,-0.0377,15.99,17.29,15.6,15.99,17.29,15.6
2020-04-21,15.27,16.18,14.87,15.51,CZR,4623068,2.4469525959367946,2.4469525959367946,15.27,4623068,15.27,4623068,-0.8000000000000007,-0.0498,15.51,16.18,14.87,15.51,16.18,14.87
2020-04-22,15.01,15.9,14.83,15.76,CZR,4038602,2.3882618510158014,2.3882618510158014,15.01,4038602,15.01,4038602,-0.2599999999999998,-0.017,15.76,15.9,14.83,15.76,15.9,14.83
2020-04-23,15.58,16.3,15.29,15.29,CZR,5645559,2.5169300225733635,2.5169300225733635,15.58,5645559,15.58,5645559,0.5700000000000003,0.038,15.29,16.3,15.29,15.29,16.3,15.29
2020-04-24,17.82,18.31,15.9,16.5,CZR,15634214,3.0225733634311513,3.0225733634311513,17.82,15634214,17.82,15634214,2.24,0.1438,16.5,18.31,15.9,16.5,18.31,15.9
2020-04-27,20.32,20.97,18.13,18.22,CZR,10576295,3.5869074492099324,3.5869074492099324,20.32,10576295,20.32,10576295,2.5,0.1403,18.22,20.97,18.13,18.22,20.97,18.13
2020-04-28,21.13,24.31,19.55,23.14,CZR,11734957,3.769751693002257,3.769751693002257,21.13,11734957,21.13,11734957,0.8099999999999987,0.0399,23.14,24.31,19.55,23.14,24.31,19.55
2020-04-29,22.41,22.95,21.48,22.5,CZR,9421938,4.058690744920994,4.058690744920994,22.41,9421938,22.41,9421938,1.2800000000000011,0.0606,22.5,22.95,21.48,22.5,22.95,21.48
2020-04-30,21.44,22.33,20.62,21.75,CZR,6671969,3.8397291196388266,3.8397291196388266,21.44,6671969,21.44,6671969,-0.9699999999999989,-0.0433,21.75,22.33,20.62,21.75,22.33,20.62
2020-05-01,18.84,20.4,18.5,19.72,CZR,7015924,3.252821670428894,3.252821670428894,18.84,7015924,18.84,7015924,-2.6000000000000014,-0.1213,19.72,20.4,18.5,19.72,20.4,18.5
2020-05-04,18.93,19.55,16.91,17.86,CZR,5748613,3.27313769751693,3.27313769751693,18.93,5748613,18.93,5748613,0.08999999999999986,0.0048,17.86,19.55,16.91,17.86,19.55,16.91
2020-05-05,18.37,19.78,18.03,19.52,CZR,4871342,3.1467268623024838,3.1467268623024838,18.37,4871342,18.37,4871342,-0.5599999999999987,-0.0296,19.52,19.78,18.03,19.52,19.78,18.03
2020-05-06,18.09,18.97,18.02,18.5,CZR,4225775,3.08352144469526,3.08352144469526,18.09,4225775,18.09,4225775,-0.28000000000000114,-0.0152,18.5,18.97,18.02,18.5,18.97,18.02
2020-05-07,19.37,19.48,17.95,18.18,CZR,6723042,3.372460496613996,3.372460496613996,19.37,6723042,19.37,6723042,1.2800000000000011,0.0708,18.18,19.48,17.95,18.18,19.48,17.95
2020-05-08,21.09,21.45,19.56,19.95,CZR,6160271,3.7607223476297973,3.7607223476297973,21.09,6160271,21.09,6160271,1.7199999999999989,0.0888,19.95,21.45,19.56,19.95,21.45,19.56
2020-05-11,20.62,20.99,19.64,20.25,CZR,5818823,3.6546275395033865,3.6546275395033865,20.62,5818823,20.62,5818823,-0.46999999999999886,-0.0223,20.25,20.99,19.64,20.25,20.99,19.64
2020-05-12,23.18,25.5,22.09,22.41,CZR,21155247,4.232505643340858,4.232505643340858,23.18,21155247,23.18,21155247,2.5599999999999987,0.1242,22.41,25.5,22.09,22.41,25.5,22.09
2020-05-13,20.28,23.75,19.48,23.19,CZR,11024513,3.5778781038374725,3.5778781038374725,20.28,11024513,20.28,11024513,-2.8999999999999986,-0.1251,23.19,23.75,19.48,23.19,23.75,19.48
2020-05-14,22.13,22.65,19.0,19.8,CZR,9431070,3.99548532731377,3.99548532731377,22.13,9431070,22.13,9431070,1.8499999999999979,0.0912,19.8,22.65,19.0,19.8,22.65,19.0
2020-05-15,23.21,24.16,21.61,21.82,CZR,8909423,4.239277652370204,4.239277652370204,23.21,8909423,23.21,8909423,1.0800000000000018,0.0488,21.82,24.16,21.61,21.82,24.16,21.61
2020-05-18,27.8,28.24,25.46,25.46,CZR,10431585,5.275395033860046,5.275395033860046,27.8,10431585,27.8,10431585,4.59,0.1978,25.46,28.24,25.46,25.46,28.24,25.46
2020-05-19,28.76,31.26,26.66,28.0,CZR,11882730,5.492099322799098,5.492099322799098,28.76,11882730,28.76,11882730,0.9600000000000009,0.0345,28.0,31.26,26.66,28.0,31.26,26.66
2020-05-20,31.25,32.0,29.79,30.55,CZR,10322303,6.054176072234763,6.054176072234763,31.25,10322303,31.25,10322303,2.4899999999999984,0.0866,30.55,32.0,29.79,30.55,32.0,29.79
2020-05-21,32.68,33.21,30.7,31.75,CZR,10035805,6.376975169300226,6.376975169300226,32.68,10035805,32.68,10035805,1.4299999999999997,0.0458,31.75,33.21,30.7,31.75,33.21,30.7
2020-05-22,33.54,34.64,30.92,32.28,CZR,9689708,6.571106094808127,6.571106094808127,33.54,9689708,33.54,9689708,0.8599999999999994,0.0263,32.28,34.64,30.92,32.28,34.64,30.92
2020-05-26,35.16,37.26,34.29,37.12,CZR,8952377,6.936794582392777,6.936794582392777,35.16,8952377,35.16,8952377,1.6199999999999974,0.0483,37.12,37.26,34.29,37.12,37.26,34.29
2020-05-27,36.42,36.68,33.26,35.78,CZR,9408662,7.221218961625283,7.221218961625283,36.42,9408662,36.42,9408662,1.2600000000000051,0.0358,35.78,36.68,33.26,35.78,36.68,33.26
2020-05-28,34.76,37.53,34.31,36.0,CZR,7586143,6.846501128668171,6.846501128668171,34.76,7586143,34.76,7586143,-1.6600000000000037,-0.0456,36.0,37.53,34.31,36.0,37.53,34.31
2020-05-29,35.46,35.67,33.2,34.03,CZR,7604346,7.004514672686231,7.004514672686231,35.46,7604346,35.46,7604346,0.7000000000000028,0.0201,34.03,35.67,33.2,34.03,35.67,33.2
2020-06-01,36.09,37.49,35.51,35.69,CZR,6835683,7.146726862302485,7.146726862302485,36.09,6835683,36.09,6835683,0.6300000000000026,0.0178,35.69,37.49,35.51,35.69,37.49,35.51
2020-06-02,35.49,37.19,34.61,36.84,CZR,5804204,7.011286681715577,7.011286681715577,35.49,5804204,35.49,5804204,-0.6000000000000014,-0.0166,36.84,37.19,34.61,36.84,37.19,34.61
2020-06-03,38.88,39.52,35.67,36.23,CZR,7459131,7.776523702031604,7.776523702031604,38.88,7459131,38.88,7459131,3.3900000000000006,0.0955,36.23,39.52,35.67,36.23,39.52,35.67
2020-06-04,42.94,43.84,38.62,41.42,CZR,10120920,8.693002257336342,8.693002257336342,42.94,10120920,42.94,10120920,4.059999999999995,0.1044,41.42,43.84,38.62,41.42,43.84,38.62
2020-06-05,43.77,47.18,42.56,46.15,CZR,8989087,8.880361173814899,8.880361173814899,43.77,8989087,43.77,8989087,0.8300000000000054,0.0193,46.15,47.18,42.56,46.15,47.18,42.56
2020-06-08,44.81,45.93,44.14,45.09,CZR,7280286,9.115124153498872,9.115124153498872,44.81,7280286,44.81,7280286,1.0399999999999991,0.0238,45.09,45.93,44.14,45.09,45.93,44.14
2020-06-09,42.53,44.19,41.68,42.79,CZR,5167346,8.600451467268623,8.600451467268623,42.53,5167346,42.53,5167346,-2.280000000000001,-0.0509,42.79,44.19,41.68,42.79,44.19,41.68
2020-06-10,39.86,42.17,35.81,41.42,CZR,10571680,7.997742663656886,7.997742663656886,39.86,10571680,39.86,10571680,-2.6700000000000017,-0.0628,41.42,42.17,35.81,41.42,42.17,35.81
2020-06-11,33.26,37.18,33.0,35.0,CZR,10485559,6.507900677200903,6.507900677200903,33.26,10485559,33.26,10485559,-6.600000000000001,-0.1656,35.0,37.18,33.0,35.0,37.18,33.0
2020-06-12,36.78,37.59,34.15,37.47,CZR,6560725,7.302483069977427,7.302483069977427,36.78,6560725,36.78,6560725,3.520000000000003,0.1058,37.47,37.59,34.15,37.47,37.59,34.15
2020-06-15,38.44,39.21,33.65,34.0,CZR,6244022,7.677200902934537,7.677200902934537,38.44,6244022,38.44,6244022,1.6599999999999966,0.0451,34.0,39.21,33.65,34.0,39.21,33.65
2020-06-16,40.79,42.42,39.4,41.25,CZR,12386079,8.207674943566591,8.207674943566591,40.79,12386079,40.79,12386079,2.3500000000000014,0.0611,41.25,42.42,39.4,41.25,42.42,39.4
2020-06-17,43.13,44.95,41.09,41.91,CZR,20334591,8.735891647855532,8.735891647855532,43.13,20334591,43.13,20334591,2.3400000000000034,0.0574,41.91,44.95,41.09,41.91,44.95,41.09
2020-06-18,40.77,42.75,40.66,42.01,CZR,7627793,8.203160270880362,8.203160270880362,40.77,7627793,40.77,7627793,-2.3599999999999994,-0.0547,42.01,42.75,40.66,42.01,42.75,40.66
2020-06-19,42.01,43.5,40.53,41.41,CZR,13599986,8.483069977426636,8.483069977426636,42.01,13599986,42.01,13599986,1.2399999999999949,0.0304,41.41,43.5,40.53,41.41,43.5,40.53
2020-06-22,41.25,41.98,38.91,41.8,CZR,9744771,8.311512415349888,8.311512415349888,41.25,9744771,41.25,9744771,-0.759999999999998,-0.0181,41.8,41.98,38.91,41.8,41.98,38.91
2020-06-23,43.99,44.57,41.93,42.23,CZR,6729348,8.930022573363432,8.930022573363432,43.99,6729348,43.99,6729348,2.740000000000002,0.0664,42.23,44.57,41.93,42.23,44.57,41.93
2020-06-24,41.16,43.38,40.25,42.61,CZR,11244656,8.29119638826185,8.29119638826185,41.16,11244656,41.16,11244656,-2.8300000000000054,-0.0643,42.61,43.38,40.25,42.61,43.38,40.25
2020-06-25,38.6,41.46,37.03,40.03,CZR,8955917,7.71331828442438,7.71331828442438,38.6,8955917,38.6,8955917,-2.559999999999995,-0.0622,40.03,41.46,37.03,40.03,41.46,37.03
2020-06-26,36.15,40.0,35.28,38.4,CZR,12518588,7.160270880361174,7.160270880361174,36.15,12518588,36.15,12518588,-2.450000000000003,-0.0635,38.4,40.0,35.28,38.4,40.0,35.28
2020-06-29,39.59,40.2,35.25,36.72,CZR,6907057,7.9367945823927775,7.9367945823927775,39.59,6907057,39.59,6907057,3.440000000000005,0.0952,36.72,40.2,35.25,36.72,40.2,35.25
2020-06-30,40.06,40.42,38.3,39.04,CZR,4073999,8.04288939051919,8.04288939051919,40.06,4073999,40.06,4073999,0.46999999999999886,0.0119,39.04,40.42,38.3,39.04,40.42,38.3
2020-07-01,40.86,43.27,39.45,40.65,CZR,5446929,8.223476297968398,8.223476297968398,40.86,5446929,40.86,5446929,0.7999999999999972,0.02,40.65,43.27,39.45,40.65,43.27,39.45
2020-07-02,41.2,43.07,40.24,42.47,CZR,4848404,8.300225733634313,8.300225733634313,41.2,4848404,41.2,4848404,0.3400000000000034,0.0083,42.47,43.07,40.24,42.47,43.07,40.24
2020-07-06,39.53,42.73,39.05,42.11,CZR,4507465,7.9232505643340865,7.9232505643340865,39.53,4507465,39.53,4507465,-1.6700000000000017,-0.0405,42.11,42.73,39.05,42.11,42.73,39.05
2020-07-07,38.03,39.76,34.67,38.82,CZR,8577515,7.584650112866818,7.584650112866818,38.03,8577515,38.03,8577515,-1.5,-0.0379,38.82,39.76,34.67,38.82,39.76,34.67
2020-07-08,39.75,40.44,36.58,38.26,CZR,4529395,7.972911963882619,7.972911963882619,39.75,4529395,39.75,4529395,1.7199999999999989,0.0452,38.26,40.44,36.58,38.26,40.44,36.58
2020-07-09,40.95,41.64,38.56,40.5,CZR,5043033,8.243792325056434,8.243792325056434,40.95,5043033,40.95,5043033,1.2000000000000028,0.0302,40.5,41.64,38.56,40.5,41.64,38.56
2020-07-10,40.15,41.0,39.4,40.39,CZR,5230977,8.063205417607223,8.063205417607223,40.15,5230977,40.15,5230977,-0.8000000000000043,-0.0195,40.39,41.0,39.4,40.39,41.0,39.4
2020-07-13,39.0,41.82,38.77,40.63,CZR,6142046,7.803611738148985,7.803611738148985,39.0,6142046,39.0,6142046,-1.1499999999999986,-0.0286,40.63,41.82,38.77,40.63,41.82,38.77
2020-07-14,40.11,40.68,38.53,39.17,CZR,4487408,8.054176072234764,8.054176072234764,40.11,4487408,40.11,4487408,1.1099999999999994,0.0285,39.17,40.68,38.53,39.17,40.68,38.53
2020-07-15,42.03,42.65,40.87,42.5,CZR,10815882,8.487584650112868,8.487584650112868,42.03,10815882,42.03,10815882,1.9200000000000017,0.0479,42.5,42.65,40.87,42.5,42.65,40.87
2020-07-16,40.77,41.55,40.5,41.25,CZR,8689922,8.203160270880362,8.203160270880362,40.77,8689922,40.77,8689922,-1.259999999999998,-0.03,41.25,41.55,40.5,41.25,41.55,40.5
2020-07-17,38.0,39.6,37.9,39.5,CZR,18394042,7.577878103837472,7.577878103837472,38.0,18394042,38.0,18394042,-2.770000000000003,-0.0679,39.5,39.6,37.9,39.5,39.6,37.9
2020-07-20,38.24,38.69,35.58,38.24,CZR,15497332,7.632054176072236,7.632054176072236,38.24,15497332,38.24,15497332,0.240000000000002,0.0063,38.24,38.69,35.58,38.24,38.69,35.58
2020-07-21,38.4,39.5,37.66,38.9,CZR,8004584,7.668171557562077,7.668171557562077,38.4,8004584,38.4,8004584,0.1599999999999966,0.0042,38.9,39.5,37.66,38.9,39.5,37.66
2020-07-22,38.24,38.4,36.97,37.51,CZR,11085311,7.632054176072236,7.632054176072236,38.24,11085311,38.24,11085311,-0.1599999999999966,-0.0042,37.51,38.4,36.97,37.51,38.4,36.97
2020-07-23,36.58,38.15,34.76,37.47,CZR,26815536,7.257336343115124,7.257336343115124,36.58,26815536,36.58,26815536,-1.6600000000000037,-0.0434,37.47,38.15,34.76,37.47,38.15,34.76
2020-07-24,33.75,36.2,33.62,36.2,CZR,9186731,6.618510158013544,6.618510158013544,33.75,9186731,33.75,9186731,-2.8299999999999983,-0.0774,36.2,36.2,33.62,36.2,36.2,33.62
2020-07-27,29.74,32.87,29.06,32.52,CZR,15883285,5.713318284424379,5.713318284424379,29.74,15883285,29.74,15883285,-4.010000000000002,-0.1188,32.52,32.87,29.06,32.52,32.87,29.06
2020-07-28,30.27,31.53,29.39,29.56,CZR,8635373,5.832957110609481,5.832957110609481,30.27,8635373,30.27,8635373,0.5300000000000011,0.0178,29.56,31.53,29.39,29.56,31.53,29.39
2020-07-29,33.52,33.53,31.3,31.93,CZR,7010053,6.566591422121897,6.566591422121897,33.52,7010053,33.52,7010053,3.2500000000000036,0.1074,31.93,33.53,31.3,31.93,33.53,31.3
2020-08-03,32.22,32.73,30.25,30.68,CZR,1168232,6.273137697516931,6.273137697516931,32.22,1168232,32.22,1168232,-1.3000000000000043,-0.0388,30.68,32.73,30.25,30.68,32.73,30.25
2020-08-04,33.93,34.2,32.16,32.22,CZR,3414073,6.659142212189617,6.659142212189617,33.93,3414073,33.93,3414073,1.7100000000000009,0.0531,32.22,34.2,32.16,32.22,34.2,32.16
2020-08-05,35.54,35.63,33.36,34.46,CZR,3853296,7.022573363431151,7.022573363431151,35.54,3853296,35.54,3853296,1.6099999999999994,0.0475,34.46,35.63,33.36,34.46,35.63,33.36
2020-08-06,37.75,38.47,35.3,35.4,CZR,6886263,7.521444695259595,7.521444695259595,37.75,6886263,37.75,6886263,2.210000000000001,0.0622,35.4,38.47,35.3,35.4,38.47,35.3
2020-08-07,37.07,38.89,36.13,37.8,CZR,6729806,7.367945823927766,7.367945823927766,37.07,6729806,37.07,6729806,-0.6799999999999997,-0.018,37.8,38.89,36.13,37.8,38.89,36.13
2020-08-10,38.27,39.3,37.75,38.75,CZR,6280017,7.638826185101581,7.638826185101581,38.27,6280017,38.27,6280017,1.2000000000000028,0.0324,38.75,39.3,37.75,38.75,39.3,37.75
2020-08-11,37.88,40.33,37.59,39.5,CZR,6188612,7.550790067720091,7.550790067720091,37.88,6188612,37.88,6188612,-0.39000000000000057,-0.0102,39.5,40.33,37.59,39.5,40.33,37.59
2020-08-12,37.16,39.01,36.78,38.62,CZR,3978895,7.388261851015801,7.388261851015801,37.16,3978895,37.16,3978895,-0.720000000000006,-0.019,38.62,39.01,36.78,38.62,39.01,36.78
2020-08-13,39.46,41.04,37.44,37.85,CZR,7061829,7.907449209932281,7.907449209932281,39.46,7061829,39.46,7061829,2.3000000000000043,0.0619,37.85,41.04,37.44,37.85,41.04,37.44
2020-08-14,41.32,41.44,38.29,39.2,CZR,5042682,8.327313769751694,8.327313769751694,41.32,5042682,41.32,5042682,1.8599999999999994,0.0471,39.2,41.44,38.29,39.2,41.44,38.29
2020-08-17,41.56,42.33,40.01,41.32,CZR,5538153,8.381489841986458,8.381489841986458,41.56,5538153,41.56,5538153,0.240000000000002,0.0058,41.32,42.33,40.01,41.32,42.33,40.01
2020-08-18,42.72,42.92,41.05,41.83,CZR,3754965,8.64334085778781,8.64334085778781,42.72,3754965,42.72,3754965,1.1599999999999966,0.0279,41.83,42.92,41.05,41.83,42.92,41.05
2020-08-19,44.05,44.69,42.75,42.78,CZR,6340880,8.943566591422123,8.943566591422123,44.05,6340880,44.05,6340880,1.3299999999999983,0.0311,42.78,44.69,42.75,42.78,44.69,42.75
2020-08-20,46.0,46.16,43.12,43.4,CZR,5763702,9.383747178329571,9.383747178329571,46.0,5763702,46.0,5763702,1.9500000000000028,0.0443,43.4,46.16,43.12,43.4,46.16,43.12
2020-08-21,44.7,46.57,44.03,45.39,CZR,5738379,9.090293453724605,9.090293453724605,44.7,5738379,44.7,5738379,-1.2999999999999972,-0.0283,45.39,46.57,44.03,45.39,46.57,44.03
2020-08-24,44.72,46.17,44.03,45.47,CZR,4124094,9.094808126410836,9.094808126410836,44.72,4124094,44.72,4124094,0.01999999999999602,0.0004,45.47,46.17,44.03,45.47,46.17,44.03
2020-08-25,43.86,45.31,43.55,44.69,CZR,2955540,8.900677200902935,8.900677200902935,43.86,2955540,43.86,2955540,-0.8599999999999994,-0.0192,44.69,45.31,43.55,44.69,45.31,43.55
2020-08-26,45.99,46.4,43.92,44.33,CZR,4096996,9.381489841986458,9.381489841986458,45.99,4096996,45.99,4096996,2.1300000000000026,0.0486,44.33,46.4,43.92,44.33,46.4,43.92
2020-08-27,47.26,47.98,45.9,46.35,CZR,3739999,9.668171557562077,9.668171557562077,47.26,3739999,47.26,3739999,1.269999999999996,0.0276,46.35,47.98,45.9,46.35,47.98,45.9
2020-08-28,49.05,49.67,48.09,48.58,CZR,4270177,10.072234762979685,10.072234762979685,49.05,4270177,49.05,4270177,1.7899999999999991,0.0379,48.58,49.67,48.09,48.58,49.67,48.09
2020-08-31,45.8,49.11,45.78,49.06,CZR,4152193,9.338600451467268,9.338600451467268,45.8,4152193,45.8,4152193,-3.25,-0.0663,49.06,49.11,45.78,49.06,49.11,45.78
2020-09-01,46.86,48.0,45.36,45.85,CZR,3978482,9.577878103837472,9.577878103837472,46.86,3978482,46.86,3978482,1.0600000000000023,0.0231,45.85,48.0,45.36,45.85,48.0,45.36
2020-09-02,48.67,49.1,46.65,46.93,CZR,2977238,9.98645598194131,9.98645598194131,48.67,2977238,48.67,2977238,1.8100000000000023,0.0386,46.93,49.1,46.65,46.93,49.1,46.65
2020-09-03,47.62,50.1,46.83,48.55,CZR,4545057,9.749435665914222,9.749435665914222,47.62,4545057,47.62,4545057,-1.0500000000000043,-0.0216,48.55,50.1,46.83,48.55,50.1,46.83
2020-09-04,49.81,50.25,46.06,48.07,CZR,3673227,10.243792325056434,10.243792325056434,49.81,3673227,49.81,3673227,2.190000000000005,0.046,48.07,50.25,46.06,48.07,50.25,46.06
2020-09-08,49.94,51.94,47.6,48.55,CZR,3435563,10.27313769751693,10.27313769751693,49.94,3435563,49.94,3435563,0.12999999999999545,0.0026,48.55,51.94,47.6,48.55,51.94,47.6
2020-09-09,50.28,50.93,48.35,50.41,CZR,2779431,10.349887133182845,10.349887133182845,50.28,2779431,50.28,2779431,0.3400000000000034,0.0068,50.41,50.93,48.35,50.41,50.93,48.35
2020-09-10,50.74,53.21,50.58,50.62,CZR,4034977,10.45372460496614,10.45372460496614,50.74,4034977,50.74,4034977,0.46000000000000085,0.0091,50.62,53.21,50.58,50.62,53.21,50.58
2020-09-11,50.11,51.72,48.9,51.19,CZR,2733123,10.311512415349888,10.311512415349888,50.11,2733123,50.11,2733123,-0.6300000000000026,-0.0124,51.19,51.72,48.9,51.19,51.72,48.9
